Facies,0,1,2
3,29.473623975738686,41.32028585350457,52.19083070692531
3,30.279217232343864,45.08680051770792,51.35721501175315
3,31.08332156482764,45.8124438253062,51.765684116080266
3,33.5356738589646,48.359463285297686,57.12797037697466
3,29.900826569291354,42.55581757111729,49.01975261573852
3,29.630707682631073,42.665202312324034,48.38925549852284
3,29.770747344439624,43.72709649835767,47.65839710885316
3,30.49110945941239,45.383311779448036,48.74924539349009
3,29.974136814682463,44.240482594875566,47.52801388608249
3,31.07085272749377,46.21541755469685,49.49776344733418
3,30.329084238274472,44.34293975481059,49.62802396846159
3,29.539589904046665,42.74591874266693,49.28232916744003
3,28.57004202124006,39.69275969139363,47.75923149798642
3,33.8395272827825,46.0960354244356,55.365717222194256
2,37.0913589206686,49.609104431185074,59.83011153826755
2,32.93782847742492,42.079964441819875,52.09474325677822
2,29.595342744847308,36.24398012736027,46.514310695535244
2,27.813867185869185,32.93304252242734,42.62477856137983
2,28.147192788715383,31.700503363386392,43.40532962723861
2,26.093905720684344,28.73331819363758,39.63036469099201
2,25.407264648824675,27.042815731185847,38.7509877327813
2,24.988702966636293,27.338304893748724,38.07558419126308
2,27.710471531014964,30.79656304456343,43.621351706645704
2,28.754809039878356,32.54203808474667,45.16328076693217
2,27.34200631907936,29.54354699186766,41.87603978117711
3,29.593004535241207,33.38145138969136,47.855494574093974
3,31.28198299423377,36.41597492702071,52.98483929701334
2,33.98410276238423,40.587791089230244,56.420331996687366
2,39.50676379110681,46.32623736536931,60.824876384302655
2,43.06070562980126,49.44412239971073,62.91262425462434
2,40.45348088024394,46.05361352239763,58.043579709027874
2,32.0290831687487,37.77698288528893,47.04277720465534
2,27.294283113862097,35.12367891016335,42.95209807066723
3,21.225854833231203,31.119242611505417,35.59182320929842
3,14.379382667117103,27.265908447052865,25.95681672734335
3,16.81870046117491,32.56625310252946,32.3107892768332
3,28.136609990109054,40.338760281131144,48.347893399534875
3,39.29752201452353,51.59593337798039,63.655020938752955
3,43.183478585472386,55.60187810958678,68.14652169213932
3,34.48691676758191,45.28652186031526,52.00527428758905
3,28.80325283841729,38.58653022262708,43.1582209599738
2,31.253956954714287,42.38353964101966,47.9227669925926
2,31.500276369979932,42.649745703211174,45.215099628408744
8,23.38855326798053,33.06165902205255,37.059884655937054
8,15.5039498978708,24.549010251105923,28.644058889407205
8,11.343562256854598,20.424989253094097,23.93993244245641
8,14.359996489368276,24.59679283854418,31.254802477438723
6,19.23394094359881,30.789922634881023,41.71530525861319
6,24.357114480571145,37.55110865517802,52.52988472758233
6,28.35713840561954,43.4174136722351,61.036805848911534
6,28.496529425634392,43.54540352868779,60.64588254494847
6,29.192386528803627,44.99621140806772,61.017511542500515
6,25.459292621539888,39.95387799258999,51.580725004472264
6,21.418313491199207,33.7190438905085,39.3359586615042
6,20.6829639684951,30.645611538413966,37.12484586094853
6,17.907392893126698,23.999647550553906,32.04569900429082
6,16.478330888195046,21.208109883972025,30.282822061312388
6,19.973803837090895,27.998710124668385,38.000497387415116
6,22.27017078599871,34.45842722618643,40.717034324742805
6,21.129310868824458,33.26632013507358,34.7869667784319
7,18.59101718445967,29.243835209383445,26.063432872836614
7,19.755155638799184,30.469562663397515,26.671869788321295
4,20.430651926442156,32.42513173710881,28.58018964471116
4,24.330765398567625,38.06109279798544,38.76348575814456
4,23.640984178520036,35.54290593332765,43.411809759093316
4,20.360797125640868,28.810067214800462,37.91512190746827
4,22.475317603060663,30.269508912477388,43.13342486110008
6,20.23486880777881,25.655414595545064,38.500702026695954
6,25.238398921067244,33.491839409891206,49.90673411987239
6,31.50046938036956,43.956617119132716,64.23523892272439
6,38.717047657739954,56.680231365770524,81.02434199835662
6,38.36915600723046,57.613014585917306,81.00661773818548
6,35.317379219041825,53.646451296883946,74.80525168041086
6,31.20154712939507,47.08453546611918,65.38183833401176
6,20.43904539211348,30.056480261349844,43.066939883720124
6,14.837623854642555,22.870480232059005,31.85449563666875
6,10.685866862696884,16.15490420708939,22.62353962388328
6,12.384938045560451,19.042945473107327,26.043938467495177
6,13.61148171311876,19.27610099359347,28.577069030789794
6,11.403440745659084,15.689891366246785,23.36711882231927
6,11.468621826990399,14.850918459306426,22.400349158907478
6,12.848880395817094,15.306282035281853,23.70907752684667
6,17.18241944000691,19.854545240312625,32.47414926840593
6,19.582836237045978,24.663064006332572,38.19175161384302
6,21.17613298562616,29.31313908960151,41.27567990312945
6,24.428433426133346,36.65176553913907,46.34469946107907
6,27.735853569833957,42.010626096377734,50.78834173353174
6,28.757679022596093,42.91155080298462,52.03250087281832
6,29.28531775155414,43.27956304679804,54.91380015746879
6,25.262418413511234,38.258997114522366,49.94596785063701
6,21.43009632368667,34.11032674618061,45.18815693753891
6,20.281015012784195,32.303258274748316,45.205538316527544
6,19.160473850756702,29.79497473221514,42.59566752228898
6,28.167560281501757,35.8748018920753,55.60283964800326
3,44.49523350558067,46.674168144326934,76.80451911576705
3,49.955978568130796,49.61198094211618,77.70247134370572
3,48.836091424646156,49.55131157967987,73.60158376961127
3,39.737770414869274,43.15130586386929,59.97784881958065
3,34.005247786830694,41.04917863294703,55.157738468312225
2,26.990230537068538,37.26509738890499,44.267685872331135
2,24.269434451214746,35.62211576058594,40.01188724399805
2,23.537022773649483,34.272116845593516,37.57920206487066
2,21.063106801070962,31.401900638944237,32.532390922774475
2,26.54485351836667,39.63084313384366,44.25608293529815
2,26.914404486896984,40.1002406812224,43.83873343554325
2,27.321584254732752,40.15630735747759,43.708338719838885
2,27.972713481334683,38.698279772055834,45.28702647801544
2,30.57764106001445,38.24808732098989,49.229782447477085
3,37.541030571807525,39.03733042140408,58.55629644127298
3,43.36901725283287,44.88704257443571,67.24103349175995
3,41.65461284493541,46.758897835639154,65.38502314643803
3,36.94900235698619,47.83520801500481,59.15226381756203
3,36.54305604779577,47.84001741332859,59.0846819671644
3,38.96170714921998,47.43569541535499,62.382476640356295
2,39.41648195536942,40.50491435541027,62.724301231914595
2,40.04578632317627,38.99221266923477,64.72056766352496
2,35.81394925318898,38.73776634064692,58.307060972841406
2,35.44576091187299,42.4155851396312,58.176133393015554
2,33.584544061466474,38.044698855782585,53.201618856927055
2,32.77579840268195,35.152496796292574,51.217016490859066
2,31.615904005402797,32.577482177531174,48.51916067633496
2,33.4081633790884,35.005121188661285,53.15757070756495
2,32.92540880729304,34.92824474271255,53.183786918606984
2,29.12081055217912,31.90383108517809,48.07233236336179
2,31.405017551616798,37.8501044024989,53.97851253742615
3,34.59153125129722,40.84330061387087,57.99424973133072
3,37.816778726411236,40.232826976798826,59.351990894997535
3,39.4467112312687,40.043685571468636,62.831902166392226
3,34.435507133957486,36.18048739568694,56.67620088962985
3,30.867696972581292,40.248507241435725,54.413483794570844
3,33.46483322814198,41.708936806492204,56.845203400115615
3,42.86757067207975,45.62208467006585,65.12088617965128
5,41.5457613769542,37.793021239564574,59.05243000102134
5,22.842558001246246,20.605683054305526,31.87634626965607
5,13.82968904061813,17.99683752711117,23.244408370971737
5,11.290707000081415,21.808313464523078,22.594670353343037
8,8.450420774128284,18.404308390132083,17.38612714039616
8,7.041915406652672,14.846567705239496,14.943589496707615
8,5.798474775694944,12.68683070796014,13.168556133860559
8,5.1602885287569595,12.178618128730754,13.5877460911975
8,4.166592667905832,12.675424754688354,13.035534916569349
8,3.862750986440882,13.82074283180866,13.736384859931206
8,2.995910030682173,12.158491169052438,12.092189909530418
6,6.979463136082418,16.638754366951975,20.00385586218943
6,12.077882406708856,21.940942076782303,30.20757532028191
6,14.003799972918157,25.65373830868687,34.04597323959591
6,13.044883269405508,24.088886017437506,31.82815134603865
6,12.754994407088413,23.806756293110077,31.165852523572784
6,12.373437520834479,22.199939837387607,29.78826745247811
6,16.096645902584417,26.57461310170827,37.08787781438772
3,21.96335650699583,33.82019091178352,47.119406865082226
3,25.95248708598664,37.665081134014024,51.08990584202487
3,31.249260439651867,43.73483887615178,56.54157143605439
3,37.72043337646332,50.54029323442279,66.35355215835061
2,36.5871798073801,49.08022115991903,65.12102521819574
2,30.156927974026082,41.780274271158376,54.47409305852803
2,27.951428503721566,40.85480380733809,51.798503613747855
2,28.50511566436177,42.18161865555189,50.426538741313855
2,33.25725491320788,47.07220895716505,56.11519866007134
3,41.16953657661245,56.10925426979273,69.2164499096892
3,41.725698643799355,55.91104222461111,69.17444757871911
3,39.65137823768341,52.937646097911696,66.78363795520698
3,36.822501188555,49.604242785488225,62.551216207959754
3,35.85463152722406,49.45128883188608,62.73292020133704
3,31.29659030962553,43.42379301467257,53.86041216034667
2,31.690152935082693,44.505550013717034,56.506884250948936
2,26.28448451433973,36.54426048547413,45.41523288484648
2,25.914738761792865,36.953175371723354,45.35995490297111
2,24.43334587236117,34.3706740009158,43.30758847012226
2,23.09993367126841,32.26937882726222,42.09959010507641
2,22.862248087646645,31.58409332613548,42.942425353265904
2,21.697878162709554,29.58297579490391,40.241154887329735
2,24.40879149718649,32.06564177927174,43.97935041375212
2,31.67916666004891,37.69221581393981,54.69528172501417
3,36.56519745270177,32.60635234104459,55.96666000158673
3,46.60567669393054,28.17672154014111,63.810813283095186
3,47.84427518289649,27.262453415769716,61.17518042343988
3,39.93629973181234,20.443061827717976,51.942456141780895
7,24.239397978726824,20.65107265351842,35.98316794787333
7,11.218445558149405,14.465745018584238,21.50884519915272
7,4.154958489162662,10.913092400802705,10.971444627777203
8,3.837511140247692,11.374025969056923,10.930142722857774
8,3.9620049666334,12.31992846791248,11.115136076956594
8,3.8941806065089595,11.423774118487211,10.461855743148567
8,3.691489498191649,10.831805598261008,9.655713582732862
8,5.505990481461464,12.435789930580675,13.115479014312736
8,7.135552469387047,14.621569609798549,16.351619519593076
8,8.34189127324491,15.848872504863916,19.14804997081685
8,10.165874108466287,19.175199645961158,23.23811881897271
8,12.78502683182296,23.08734777245595,28.69148684864536
8,13.804828492161942,24.004660724396743,29.95053153177058
6,14.157449744116251,22.64678584801853,30.340541768273365
6,12.826784297606084,20.058528235841248,26.86516753752475
6,13.345603023500994,20.79876961452786,25.61014774237428
2,22.325136525835873,33.46924290299273,40.43267062840598
2,31.435643162305208,46.4934904897494,55.869887940891935
2,33.220661566246946,49.08131079160922,58.03261274420732
2,33.873507817728225,49.89073266094034,59.28343223173922
2,34.60143274292251,50.124770218748026,60.95171715349663
2,37.21869660833179,52.73833465011383,66.47981459669028
2,33.3643155372432,46.928760998515536,58.63821558472766
2,32.07173235035264,45.20387759555565,56.42756266747096
2,32.08159224846629,44.37580979645568,56.10334862127814
2,33.515203940079246,45.72638783582007,57.51976588605263
2,34.38037328182019,46.53881608895993,58.410604769512645
2,32.23238268933991,43.36999477369616,54.0015694206317
2,30.962778051228923,41.46712157446707,52.246818815335736
2,29.78973003432941,39.0203195376148,50.60558377812271
2,29.799380162861755,39.16276985678311,50.87052657012244
2,30.476859068804067,39.637404185687764,52.41343464444167
2,31.636661235883714,40.89395582057407,54.222338404119576
2,36.844108471415524,46.84979498172033,63.74954268884851
2,37.21078362786774,47.81931338612285,64.5437755121818
2,33.191189971281695,42.82904986731434,56.5344600552526
2,29.78445555554468,39.42591064858832,50.683746873003074
2,25.402197975750386,33.33493122897322,41.97597947293656
2,27.185341696002833,35.75466994142243,46.34429328720877
2,27.36265476188088,35.63261226104386,47.44022373675846
2,29.455661602061028,38.81448750688068,51.985736252013965
2,34.42828812887827,45.64655872237187,61.3360494049137
3,38.63343777095906,49.056019905371215,66.64637990506081
3,41.922569720474954,45.304586220867506,65.52420249974114
3,43.72040935070507,40.91232175691059,63.70579365634421
3,41.19051502472855,35.83358090002254,59.968352969429375
8,30.539085437472433,27.40009127489749,46.01730640246432
8,15.664575286031376,13.956617226253552,22.882766884890184
8,9.849054957501561,7.985133428481262,13.61352186777456
8,8.080115025960012,5.746988404748025,9.54453363065631
8,8.649003990303507,6.465357315270531,9.332139331661766
8,9.42058500628458,6.631491211655377,9.412846744578124
8,10.152974743060375,6.537995071226436,9.96486735411645
8,10.6833340046634,6.493852330516901,11.106538910408723
8,9.282387104915792,6.464097556086077,10.187046629456209
8,8.200002471105684,7.556526550231385,9.817358393076631
8,8.23410353158915,8.297361712660097,11.029633143155879
8,11.321744727560237,11.862112465386064,16.88042329612465
2,21.715151264913924,26.977083641151875,36.88440310890728
2,30.005373209331875,39.97043612253219,53.07951654666466
